context,model_id,season_id,role,partition_training_years,boundary_training_years,metric_training_years,chain_trace,feature_status
SENS-HM25_LOYO_outer_2026_inner_2022,Y-W3P+PHENO,luhong_2024,training,2023;2024;2025,2023;2025,2023;2024;2025,"[{""model_id"": ""P1-B1"", ""spec"": {""kind"": ""calendar"", ""model_id"": ""P1-B1""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 8.5, ""training_season_ids"": [""bannei_2023"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2023, 2025]}, {""model_id"": ""P2-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P2-B0""}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 36.5, ""training_season_ids"": [""bannei_2023"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2023, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 8}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1268.8000000000056, ""training_season_ids"": [""bannei_2023"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2023, 2025]}]",complete
SENS-HM25_LOYO_outer_2026_inner_2022,Y-W3P+PHENO,luhong_2025,training,2023;2024;2025,2023;2024,2023;2024;2025,"[{""model_id"": ""P1-H2"", ""spec"": {""kind"": ""cold_degree_hour"", ""model_id"": ""P1-H2"", ""temperature"": 18}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 153.3, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024""], ""training_years"": [2023, 2024]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 601.1999999999971, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024""], ""training_years"": [2023, 2024]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 10}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1186.2500000000018, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024""], ""training_years"": [2023, 2024]}]",complete
SENS-HM25_LOYO_outer_2026_inner_2022,Y-W3P+PHENO,hongming_2025,training,2023;2024;2025,2023;2024,2023;2024;2025,"[{""model_id"": ""P1-H2"", ""spec"": {""kind"": ""cold_degree_hour"", ""model_id"": ""P1-H2"", ""temperature"": 18}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 684.1499999999995, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024""], ""training_years"": [2023, 2024]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 775.3500000000013, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024""], ""training_years"": [2023, 2024]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 10}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1105.3999999999978, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024""], ""training_years"": [2023, 2024]}]",complete
SENS-HM25_LOYO_outer_2026_inner_2022,Y-W3P+PHENO,bannei_2022,evaluation,2023;2024;2025,2023;2024;2025,2023;2024;2025,"[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 56.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2023, 2024, 2025]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 744.650000000006, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2023, 2024, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 8}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1192.700000000009, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2023, 2024, 2025]}]",complete
SENS-HM25_LOYO_outer_2026_inner_2022,Y-W3P+PHENO,hongming_2022,evaluation,2023;2024;2025,2023;2024;2025,2023;2024;2025,"[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 65.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2023, 2024, 2025]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 775.3500000000013, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2023, 2024, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 8}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1239.4000000000015, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2023, 2024, 2025]}]",complete
SENS-HM25_LOYO_outer_2026_inner_2022,Y-W3P+PHENO,luhong_2022,evaluation,2023;2024;2025,2023;2024;2025,2023;2024;2025,"[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 39.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2023, 2024, 2025]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 501.49999999999636, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2023, 2024, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 8}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1293.800000000001, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2023, 2024, 2025]}]",complete
SENS-HM25_LOYO_outer_2026_inner_2023,Y-W3P+PHENO,bannei_2022,training,2022;2024;2025,2024;2025,2022;2024;2025,"[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 129.0, ""training_season_ids"": [""bannei_2024"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2024, 2025]}, {""model_id"": ""P2-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P2-B0""}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 45.0, ""training_season_ids"": [""bannei_2024"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2024, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 8}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1092.6000000000076, ""training_season_ids"": [""bannei_2024"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2024, 2025]}]",complete
SENS-HM25_LOYO_outer_2026_inner_2023,Y-W3P+PHENO,bannei_2024,training,2022;2024;2025,2022;2025,2022;2024;2025,"[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 61.0, ""training_season_ids"": [""bannei_2022"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025""], ""training_years"": [2022, 2025]}, {""model_id"": ""P2-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P2-B0""}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 49.0, ""training_season_ids"": [""bannei_2022"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025""], ""training_years"": [2022, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 15}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 661.4999999999977, ""training_season_ids"": [""bannei_2022"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025""], ""training_years"": [2022, 2025]}]",complete
SENS-HM25_LOYO_outer_2026_inner_2023,Y-W3P+PHENO,hongming_2022,training,2022;2024;2025,2024;2025,2022;2024;2025,"[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 127.0, ""training_season_ids"": [""bannei_2024"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2024, 2025]}, {""model_id"": ""P2-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P2-B0""}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 45.0, ""training_season_ids"": [""bannei_2024"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2024, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 8}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1233.5000000000018, ""training_season_ids"": [""bannei_2024"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2024, 2025]}]",complete
SENS-HM25_LOYO_outer_2026_inner_2023,Y-W3P+PHENO,hongming_2024,training,2022;2024;2025,2022;2025,2022;2024;2025,"[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 59.0, ""training_season_ids"": [""bannei_2022"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025""], ""training_years"": [2022, 2025]}, {""model_id"": ""P2-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P2-B0""}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 56.0, ""training_season_ids"": [""bannei_2022"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025""], ""training_years"": [2022, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 15}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 647.1999999999996, ""training_season_ids"": [""bannei_2022"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025""], ""training_years"": [2022, 2025]}]",complete
SENS-HM25_LOYO_outer_2026_inner_2023,Y-W3P+PHENO,luhong_2022,training,2022;2024;2025,2024;2025,2022;2024;2025,"[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 133.0, ""training_season_ids"": [""bannei_2024"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2024, 2025]}, {""model_id"": ""P2-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P2-B0""}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 30.0, ""training_season_ids"": [""bannei_2024"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2024, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 8}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1322.2500000000055, ""training_season_ids"": [""bannei_2024"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2024, 2025]}]",complete
SENS-HM25_LOYO_outer_2026_inner_2023,Y-W3P+PHENO,luhong_2024,training,2022;2024;2025,2022;2025,2022;2024;2025,"[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 45.0, ""training_season_ids"": [""bannei_2022"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025""], ""training_years"": [2022, 2025]}, {""model_id"": ""P2-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P2-B0""}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 36.5, ""training_season_ids"": [""bannei_2022"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025""], ""training_years"": [2022, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 15}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 633.0000000000001, ""training_season_ids"": [""bannei_2022"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025""], ""training_years"": [2022, 2025]}]",complete
SENS-HM25_LOYO_outer_2026_inner_2023,Y-W3P+PHENO,luhong_2025,training,2022;2024;2025,2022;2024,2022;2024;2025,"[{""model_id"": ""P1-H3"", ""spec"": {""kind"": ""triangular_hour"", ""lower"": 5, ""model_id"": ""P1-H3"", ""optimum"": 15, ""upper"": 22}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 140.1285714285713, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024""], ""training_years"": [2022, 2024]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 620.3499999999981, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024""], ""training_years"": [2022, 2024]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1462.9499999999985, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024""], ""training_years"": [2022, 2024]}]",complete
SENS-HM25_LOYO_outer_2026_inner_2023,Y-W3P+PHENO,hongming_2025,training,2022;2024;2025,2022;2024,2022;2024;2025,"[{""model_id"": ""P1-H3"", ""spec"": {""kind"": ""triangular_hour"", ""lower"": 5, ""model_id"": ""P1-H3"", ""optimum"": 15, ""upper"": 22}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 370.6700000000011, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024""], ""training_years"": [2022, 2024]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 774.3000000000022, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024""], ""training_years"": [2022, 2024]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1386.3499999999974, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024""], ""training_years"": [2022, 2024]}]",complete
SENS-HM25_LOYO_outer_2026_inner_2023,Y-W3P+PHENO,bannei_2023,evaluation,2022;2024;2025,2022;2024;2025,2022;2024;2025,"[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 60.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2022, 2024, 2025]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 737.0500000000052, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2022, 2024, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1324.050000000008, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2022, 2024, 2025]}]",complete
SENS-HM25_LOYO_outer_2026_inner_2023,Y-W3P+PHENO,hongming_2023,evaluation,2022;2024;2025,2022;2024;2025,2022;2024;2025,"[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 63.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2022, 2024, 2025]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 774.3000000000022, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2022, 2024, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1386.3499999999974, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2022, 2024, 2025]}]",complete
SENS-HM25_LOYO_outer_2026_inner_2023,Y-W3P+PHENO,luhong_2023,evaluation,2022;2024;2025,2022;2024;2025,2022;2024;2025,"[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 44.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2022, 2024, 2025]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 501.49999999999636, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2022, 2024, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1483.8000000000102, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2022, 2024, 2025]}]",complete
SENS-HM25_LOYO_outer_2026_inner_2024,Y-W3P+PHENO,bannei_2022,training,2022;2023;2025,2023;2025,2022;2023;2025,"[{""model_id"": ""P1-B1"", ""spec"": {""kind"": ""calendar"", ""model_id"": ""P1-B1""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 19.0, ""training_season_ids"": [""bannei_2023"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2023, 2025]}, {""model_id"": ""P2-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P2-B0""}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 49.0, ""training_season_ids"": [""bannei_2023"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2023, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 8}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1292.8000000000102, ""training_season_ids"": [""bannei_2023"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2023, 2025]}]",complete
SENS-HM25_LOYO_outer_2026_inner_2024,Y-W3P+PHENO,bannei_2023,training,2022;2023;2025,2022;2025,2022;2023;2025,"[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 61.0, ""training_season_ids"": [""bannei_2022"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025""], ""training_years"": [2022, 2025]}, {""model_id"": ""P2-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P2-B0""}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 49.0, ""training_season_ids"": [""bannei_2022"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025""], ""training_years"": [2022, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 15}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 661.4999999999977, ""training_season_ids"": [""bannei_2022"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025""], ""training_years"": [2022, 2025]}]",complete
SENS-HM25_LOYO_outer_2026_inner_2024,Y-W3P+PHENO,hongming_2022,training,2022;2023;2025,2023;2025,2022;2023;2025,"[{""model_id"": ""P1-B1"", ""spec"": {""kind"": ""calendar"", ""model_id"": ""P1-B1""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 14.0, ""training_season_ids"": [""bannei_2023"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2023, 2025]}, {""model_id"": ""P2-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P2-B0""}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 54.0, ""training_season_ids"": [""bannei_2023"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2023, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 8}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1245.300000000001, ""training_season_ids"": [""bannei_2023"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2023, 2025]}]",complete
SENS-HM25_LOYO_outer_2026_inner_2024,Y-W3P+PHENO,hongming_2023,training,2022;2023;2025,2022;2025,2022;2023;2025,"[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 59.0, ""training_season_ids"": [""bannei_2022"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025""], ""training_years"": [2022, 2025]}, {""model_id"": ""P2-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P2-B0""}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 56.0, ""training_season_ids"": [""bannei_2022"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025""], ""training_years"": [2022, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 15}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 647.1999999999996, ""training_season_ids"": [""bannei_2022"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025""], ""training_years"": [2022, 2025]}]",complete
SENS-HM25_LOYO_outer_2026_inner_2024,Y-W3P+PHENO,luhong_2022,training,2022;2023;2025,2023;2025,2022;2023;2025,"[{""model_id"": ""P1-B1"", ""spec"": {""kind"": ""calendar"", ""model_id"": ""P1-B1""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 8.5, ""training_season_ids"": [""bannei_2023"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2023, 2025]}, {""model_id"": ""P2-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P2-B0""}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 36.5, ""training_season_ids"": [""bannei_2023"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2023, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 8}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1268.8000000000056, ""training_season_ids"": [""bannei_2023"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2023, 2025]}]",complete
